Date,Nvidia,AAPL,BAESY,CJJD,AZN,SAS,TSLA,Saab AB,PFE,GME,HSBC,LVMH,,,,,,,,,,,,,
28/10/2019,-0.0095,0.0375,0.046,0.0161,0.0151,0.0868,-0.0452,-0.0149,0.0441,-0.0803,-0.0367,0.0138,,,,,,,,,,,,,
04/11/2019,0.0256,0.0169,-0.0164,0,-0.0234,0.1989,0.0761,0.0608,-0.0349,0.0428,0.0045,0.0353,,,,,,,,,,,,,
11/11/2019,-0.0173,0.0247,-0.008,0.0159,0.0038,0.0497,0.0446,0.0225,0.0159,-0.0345,-0.0322,0.0062,,,,,,,,,,,,,
18/11/2019,0.0328,-0.015,0.0013,0.0234,0.0112,-0.0301,-0.0543,0.0043,0.0282,-0.0374,0.0049,-0.0228,,,,,,,,,,,,,
25/11/2019,0.0277,0.0209,-0.0007,0.0687,0.0106,0.1098,-0.0093,-0.0247,0.005,0.1201,0.0019,0.0279,,,,,,,,,,,,,
02/12/2019,-0.0204,0.0129,-0.0091,0.1429,-0.0165,-0.1943,0.018,-0.0019,-0.006,0.0536,-0.0105,-0.0146,,,,,,,,,,,,,
09/12/2019,0.0557,0.0164,0.0522,-0.0375,0.0143,-0.0589,0.067,-0.0003,0.001,-0.1841,0.0423,0.0117,,,,,,,,,,,,,
16/12/2019,0.0687,0.0156,-0.0367,0.0844,0.0434,0.0171,0.1317,0.0111,0.0235,0.0991,0.012,0.0166,,,,,,,,,,,,,
23/12/2019,-0.0104,0.0371,0.0164,0.1018,-0.0004,-0.0123,0.0611,-0.0016,0.0023,-0.015,0.0028,0.0173,,,,,,,,,,,,,
30/12/2019,-0.0034,0.0263,0.0049,0.0054,-0.0069,-0.0066,0.0293,-0.0003,-0.0099,-0.0034,-0.0062,0.0036,,,,,,,,,,,,,
06/01/2020,0.0349,0.0434,0.0183,-0.0486,-0.0048,0.0145,0.0793,0.0587,0.0144,-0.0765,-0.016,0.0109,,,,,,,,,,,,,
13/01/2020,0.0203,0.0271,0.0495,-0.0455,0.0297,0.0293,0.0677,0.0178,0.0258,-0.1252,0.0165,0.0364,,,,,,,,,,,,,
20/01/2020,0.0048,-0.0013,0.0297,0.1429,-0.0399,-0.0847,0.1064,-0.0451,-0.017,-0.0905,-0.0322,-0.0518,,,,,,,,,,,,,
27/01/2020,-0.0561,-0.0276,-0.0107,-0.0937,-0.0118,-0.0442,0.1518,-0.0445,-0.0648,-0.1111,-0.0328,-0.0504,,,,,,,,,,,,,
03/02/2020,0.0641,0.034,0.0114,-0.0172,0.0144,0.0058,0.1499,0.0192,0.0322,-0.0078,0.0278,0.0472,,,,,,,,,,,,,
10/02/2020,0.1518,0.0178,-0.0033,-0.0468,-0.0314,0.0151,0.0695,-0.0285,-0.0405,0.0551,0.0172,0.0024,,,,,,,,,,,,,
17/02/2020,0.0148,-0.0366,0.0307,0.0982,0.0485,-0.0318,0.1262,-0.0655,-0.0216,0.005,-0.039,-0.0252,,,,,,,,,,,,,
24/02/2020,-0.0816,-0.1268,-0.0952,-0.0782,-0.127,-0.2683,-0.2586,-0.099,-0.0644,-0.1089,-0.0793,-0.0832,,,,,,,,,,,,,
02/03/2020,-0.0143,0.0573,-0.0064,0.0303,0.107,-0.0634,0.0531,-0.0264,0.0479,0.0889,-0.0099,-0.0283,,,,,,,,,,,,,
09/03/2020,-0.0947,-0.0383,-0.1365,-0.0647,-0.1103,-0.0619,-0.223,-0.142,-0.066,0.1709,-0.0732,-0.1261,,,,,,,,,,,,,
16/03/2020,-0.1457,-0.1753,-0.2303,-0.0189,-0.0676,-0.0017,-0.2179,-0.1724,-0.1131,-0.1808,-0.0365,-0.0124,,,,,,,,,,,,,
23/03/2020,0.2283,0.0807,0.2034,0.0962,0.0774,-0.0421,0.2031,-0.0324,0.0651,0.1223,0.0021,0.0986,,,,,,,,,,,,,
30/03/2020,-0.0349,-0.0256,-0.0161,0.0409,0.0351,0.044,-0.0668,0.0335,0.0887,-0.3365,-0.1573,-0.0486,,,,,,,,,,,,,
06/04/2020,0.0781,0.1101,0.0973,0.1348,0.0159,-0.0239,0.1937,0.2078,0.052,0.3893,0.0999,0.0688,,,,,,,,,,,,,
13/04/2020,0.1117,0.0553,0.0388,0.0347,0.1202,-0.0152,0.3157,-0.0436,0.043,0.2545,-0.0299,0.0305,,,,,,,,,,,,,
20/04/2020,-0.0093,0.0006,-0.1041,0.0144,0.023,0.0077,-0.0381,-0.0101,0.0127,-0.0225,-0.0378,-0.0479,,,,,,,,,,,,,
27/04/2020,-0.0235,0.0216,0.0028,0.1792,0.0133,0.067,-0.0329,0.0974,0.007,0.2683,0.012,0.034,,,,,,,,,,,,,
04/05/2020,0.1051,0.0729,0.024,0.092,0.0276,-0.038,0.1684,-0.0662,-0.0112,-0.1769,0.0138,-0.0006,,,,,,,,,,,,,
11/05/2020,0.0868,-0.0051,-0.0601,-0.0256,0.0023,-0.0155,-0.0247,-0.0525,0.0246,-0.1526,-0.0507,-0.0625,,,,,,,,,,,,,
18/05/2020,0.0631,0.0363,-0.0012,0.1692,0.0339,0.0064,0.0222,0.0654,-0.0069,-0.0095,-0.0559,0.0759,,,,,,,,,,,,,
25/05/2020,-0.0167,-0.003,0.0212,-0.1736,-0.0112,0.0694,0.0222,0.0646,0.0184,-0.0287,0.0035,0.0554,,,,,,,,,,,,,
01/06/2020,0.005,0.0426,0.0618,-0.3541,-0.0137,0.1784,0.0607,0.15,-0.0576,0.0197,0.1518,0.078,,,,,,,,,,,,,
08/06/2020,0.0019,0.022,-0.0295,-0.0783,-0.0442,-0.194,0.056,-0.1526,-0.0622,0.1401,-0.0968,-0.0621,,,,,,,,,,,,,
15/06/2020,0.0368,0.0322,-0.0075,-0.0065,0.0301,0.0182,0.0702,0.0578,-0.0098,0.0339,0.0033,0.0024,,,,,,,,,,,,,
22/06/2020,-0.0115,0.0112,-0.043,0.2368,-0.006,-0.0106,-0.0411,-0.0094,-0.0413,-0.1086,-0.0291,0.0201,,,,,,,,,,,,,
29/06/2020,0.0499,0.0296,0.0008,-0.2606,0.0209,-0.1073,0.2594,0.0116,0.0771,-0.0138,0.0385,0.0232,,,,,,,,,,,,,
06/07/2020,0.0902,0.0537,0.0004,-0.0072,-0.0007,0,0.278,0.0119,-0.0197,0.0117,-0.0157,0.0101,,,,,,,,,,,,,
13/07/2020,-0.0265,0.0042,0.0203,-0.0217,0.1365,0.0297,-0.0284,0.1439,0.0715,-0.0876,-0.0113,0.0305,,,,,,,,,,,,,
20/07/2020,-0.0007,-0.0385,-0.0049,-0.0741,-0.0867,-0.0412,-0.0559,0.0486,0.0389,0.0177,-0.0157,-0.0272,,,,,,,,,,,,,
27/07/2020,0.0412,0.1473,0.0523,-0.04,-0.0004,0.0128,0.0097,-0.0137,0.0218,-0.005,-0.0254,-0.0811,,,,,,,,,,,,,
03/08/2020,0.0551,0.0457,0.0338,0.1167,-0.0066,-0.0342,0.0153,0.0068,0.009,0.0374,-0.0578,0.0198,,,,,,,,,,,,,
10/08/2020,0.0325,0.036,0.0853,-0.0224,-0.004,-0.0223,0.1363,-0.0113,-0.0101,0.1418,0.044,0.0322,,,,,,,,,,,,,
17/08/2020,0.0968,0.0823,0.0011,-0.0992,0.0175,-0.1816,0.2419,-0.034,0.0215,0.0589,-0.0287,-0.0016,,,,,,,,,,,,,
24/08/2020,0.0366,0.0035,-0.006,-0.0508,-0.0004,0.0885,0.0797,-0.0063,-0.0249,0.0716,0.0185,0.0283,,,,,,,,,,,,,
31/08/2020,-0.0399,-0.0308,-0.0236,-0.1696,-0.0379,-0.0045,-0.055,-0.0101,-0.0409,0.4193,-0.0304,0.0164,,,,,,,,,,,,,
07/09/2020,-0.036,-0.0741,-0.0395,0.043,0.0028,-0.0242,-0.109,0.0188,-0.008,-0.2039,-0.0328,0.0341,,,,,,,,,,,,,
14/09/2020,0.002,-0.0461,0.048,-0.0103,0.0506,-0.0163,0.1863,0.0192,0.0155,0.555,-0.0455,-0.0066,,,,,,,,,,,,,
21/09/2020,0.0562,0.0509,-0.0742,-0.0312,-0.0167,0.0244,-0.0787,-0.0637,-0.0158,0.0581,-0.0821,-0.033,,,,,,,,,,,,,
28/09/2020,0.0146,0.0066,0.0192,0.0215,-0.0232,0.7612,0.019,0.0074,0.0092,-0.0629,0.0972,0.0186,,,,,,,,,,,,,
05/10/2020,0.0536,0.0349,0.0085,0,0.0092,-0.0523,0.0456,0.0495,0.0113,0.2801,0.0131,0.0104,,,,,,,,,,,,,
12/10/2020,0.0035,0.0175,-0.0428,-0.0316,-0.0309,-0.2076,0.0131,-0.0205,0.0315,0.1073,-0.0209,0.0503,,,,,,,,,,,,,
19/10/2020,-0.016,-0.0334,-0.0319,0.0978,-0.0194,-0.0756,-0.0433,-0.1778,0.0061,0.127,0.0594,-0.0106,,,,,,,,,,,,,
26/10/2020,-0.0777,-0.0537,-0.1217,-0.1089,-0.0354,-0.2718,-0.0775,-0.0709,-0.0707,-0.302,0.0048,-0.06,,,,,,,,,,,,,
02/11/2020,0.1618,0.0903,0.1006,0.1889,0.1069,-0.5124,0.108,0.0553,0.0259,0.1328,0.062,0.0825,,,,,,,,,,,,,
09/11/2020,-0.0869,0.0065,0.0975,-0.0935,0.0335,0.5903,-0.0499,0.0672,0.0719,-0.0717,0.101,0.0786,,,,,,,,,,,,,
16/11/2020,-0.0157,-0.0161,0.1142,0.0309,-0.0362,0.2305,0.1986,0.0213,0.0016,0.1544,0.0302,0.0485,,,,,,,,,,,,,
23/11/2020,0.0133,-0.0064,-0.0256,0.06,-0.0486,0.1819,0.1964,0.0021,0.0144,0.2651,0.0641,0.007,,,,,,,,,,,,,
30/11/2020,0.0224,0.0485,0.046,0.0377,0.0215,-0.1285,0.0227,0.0242,0.0835,0.051,0.055,-0.0076,,,,,,,,,,,,,
07/12/2020,-0.0399,0.0013,-0.0562,-0.0727,0.0099,0.0071,0.0183,-0.0232,0.0193,-0.2124,-0.0642,0.0208,,,,,,,,,,,,,
14/12/2020,0.0199,0.0347,0.0037,0.0392,-0.0748,0.0045,0.1394,0.0246,-0.0837,0.1743,-0.0132,-0.0017,,,,,,,,,,,,,
21/12/2020,-0.021,0.0419,0.0155,-0.0283,-0.0337,0.0372,-0.0478,0.0124,-0.0109,0.2892,-0.0057,-0.0062,,,,,,,,,,,,,
28/12/2020,0.0047,0.0055,-0.0145,-0.0194,0.0303,0.1293,0.0663,-0.0209,-0.0123,-0.065,-0.0054,0.0291,,,,,,,,,,,,,
04/01/2021,0.017,-0.0048,0.0114,0.0891,0.0174,-0.0329,0.2471,0.023,0.0087,-0.061,0.0756,0.0282,,,,,,,,,,,,,
11/01/2021,-0.0314,-0.0372,-0.0124,0,0.0094,-0.0283,-0.0612,-0.038,-0.0116,1.0068,-0.0187,-0.0597,,,,,,,,,,,,,
18/01/2021,0.0663,0.0938,-0.0232,0.0909,0.0372,-0.0321,0.0248,-0.0072,-0.0041,0.8313,0.0172,0.0355,,,,,,,,,,,,,
25/01/2021,-0.0527,-0.0511,-0.0325,-0.1,-0.0498,0.0163,-0.0627,0.0026,-0.0178,3.9992,-0.06,-0.0258,,,,,,,,,,,,,
01/02/2021,0.0463,0.0364,0.0238,0.1481,-0.0172,-0.003,0.074,0.0303,-0.0167,-0.8038,0.0226,0.061,,,,,,,,,,,,,
08/02/2021,0.1008,-0.0087,0.024,0.0887,0.0394,0.0155,-0.0424,-0.0596,-0.0057,-0.1783,0.0396,0.0011,,,,,,,,,,,,,
15/02/2021,-0.0023,-0.0406,-0.0294,-0.0148,-0.0213,0.0427,-0.0427,-0.0123,-0.0081,-0.2254,0.0633,0.0236,,,,,,,,,,,,,
22/02/2021,-0.0812,-0.0663,0.0468,-0.1729,-0.0437,0.0185,-0.1354,-0.0049,-0.0276,1.5065,0.0051,-0.031,,,,,,,,,,,,,
01/03/2021,-0.0914,0.0013,0.0026,-0.0909,0.0126,0.0601,-0.1148,0.0054,0.0269,0.3538,0.0313,-0.0034,,,,,,,,,,,,,
08/03/2021,0.0317,-0.0032,0.0351,0.08,0.0075,0.0192,0.1602,0.065,0.016,0.9203,-0.0294,0.0768,,,,,,,,,,,,,
15/03/2021,-0.0005,-0.0086,-0.0339,0.037,0.0163,0.0153,-0.056,-0.0109,0.0169,-0.2428,0.0316,-0.0106,,,,,,,,,,,,,
22/03/2021,-0.0005,0.0102,0.0051,-0.0179,0.0291,-0.0754,-0.0552,0.0042,0.0203,-0.0962,-0.0261,-0.0045,,,,,,,,,,,,,
29/03/2021,0.0757,0.0148,0.0407,0.0545,-0.0219,0.1223,0.0696,0.0126,0.0014,0.0577,0.0034,0.0303,,,,,,,,,,,,,
05/04/2021,0.0426,0.0813,-0.0021,-0.1121,0.0083,-0.0174,0.0231,0.0033,0.0083,-0.1728,0.0219,0.029,,,,,,,,,,,,,
12/04/2021,0.105,0.0087,0.0158,-0.0485,0.016,-0.0049,0.0927,0.0025,0.0538,-0.0232,-0.0104,0.0709,,,,,,,,,,,,,
19/04/2021,-0.0407,0.0012,-0.0438,0.051,0.03,-0.0054,-0.014,0.044,0.0023,-0.0227,-0.0189,-0.003,,,,,,,,,,,,,
26/04/2021,-0.0168,-0.0213,0.0423,-0.0291,0.0155,-0.0264,-0.0274,0.0133,-0.0003,0.1482,0.0754,0.0034,,,,,,,,,,,,,
03/05/2021,-0.0131,-0.0095,0.0188,-0.03,0.0139,0.0419,-0.0523,0.0371,0.0241,-0.0719,0.0122,0.0083,,,,,,,,,,,,,
10/05/2021,-0.0384,-0.0195,0.0394,-0.0515,0.026,-0.0191,-0.1229,-0.0123,0.0211,-0.0074,0.0041,-0.0052,,,,,,,,,,,,,
17/05/2021,0.0526,-0.0158,-0.006,0.1196,0.0397,0.0305,-0.015,-0.0412,-0.0017,0.1055,-0.0095,0.0056,,,,,,,,,,,,,
24/05/2021,0.0836,-0.0065,0.0091,-0.0388,-0.011,-0.0697,0.0763,-0.0077,-0.0305,0.2557,0.0302,0.0383,,,,,,,,,,,,,
31/05/2021,0.0821,0.0103,0.012,-0.0202,0.0005,0.0086,-0.0419,0.0057,0.0108,0.1187,-0.0272,-0.007,,,,,,,,,,,,,
07/06/2021,0.0141,0.0116,0.0119,0.0206,0.0347,0.1273,0.0181,-0.0122,0.0255,-0.0605,-0.0206,0.026,,,,,,,,,,,,,
14/06/2021,0.0459,0.0244,-0.0202,-0.0101,-0.0068,-0.0179,0.022,-0.0366,-0.0334,-0.0837,-0.0418,0.0195,,,,,,,,,,,,,
21/06/2021,0.021,0.0203,0.0013,-0.0102,0.0168,-0.0196,0.0779,-0.0431,0.0044,-0.0202,0.0074,-0.011,,,,,,,,,,,,,
28/06/2021,0.0765,0.0515,-0.0203,-0.0309,0.0243,-0.0267,0.0105,0.0237,0.0192,-0.0319,-0.0316,-0.0151,,,,,,,,,,,,,
05/07/2021,-0.0213,0.0368,0.0251,-0.0106,-0.0191,0.051,-0.0323,0.0126,-0.003,-0.0572,-0.0042,-0.0015,,,,,,,,,,,,,
12/07/2021,-0.0942,0.0088,-0.0096,-0.0108,-0.0476,-0.0443,-0.0194,-0.0185,0.0187,-0.116,-0.0355,-0.0122,,,,,,,,,,,,,
19/07/2021,0.0769,0.0148,0.0211,-0.0761,0.0254,0.0273,-0.0013,0.1198,0.033,0.067,-0.0032,0.0301,,,,,,,,,,,,,
26/07/2021,-0.003,-0.0182,0.0593,-0.0353,-0.017,-0.0038,0.0681,0.0239,0.0271,-0.1067,-0.0014,-0.0001,,,,,,,,,,,,,
02/08/2021,0.0445,0.0019,-0.0015,-0.061,-0.014,-0.0157,0.0173,0.0019,0.0623,-0.058,0.0305,0.0349,,,,,,,,,,,,,
09/08/2021,-0.0087,0.0218,0.0068,-0.0649,0.0361,-0.037,0.0258,-0.0233,0.0757,0.0708,0.0011,0.0178,,,,,,,,,,,,,
16/08/2021,0.0311,-0.0061,-0.0252,-0.1111,0.0237,-0.0123,-0.0515,-0.0203,0.005,-0.0198,-0.0454,-0.1265,,,,,,,,,,,,,
23/08/2021,0.0874,0.0028,0.0019,0.1094,-0.0128,0.0204,0.0465,0.0427,-0.0435,0.2866,0.0128,0.005,,,,,,,,,,,,,
30/08/2021,0.0091,0.0384,-0.0054,-0.0282,0.0034,0.001,0.0304,-0.0211,0.0052,-0.0107,-0.0199,0.0189,,,,,,,,,,,,,
06/09/2021,-0.0158,-0.0345,-0.0269,0.0145,-0.0437,-0.0409,0.0037,-0.0372,-0.0267,-0.0609,-0.0237,0.045,,,,,,,,,,,,,
13/09/2021,-0.0257,-0.0195,0.0078,-0.0714,-0.0124,0.0018,0.0315,-0.0187,-0.0373,0.0765,-0.0089,-0.049,,,,,,,,,,,,,
20/09/2021,0.0083,0.0059,0,-0.0154,0.0862,0.0327,0.0196,0.0389,0.0011,-0.0966,0.0004,0.0189,,,,,,,,,,,,,
27/09/2021,-0.0606,-0.0291,0.0013,0.0156,-0.0111,-0.0123,0.0011,-0.0008,-0.023,-0.0446,0.0241,-0.0201,,,,,,,,,,,,,
04/10/2021,0.0043,0.0018,0.0307,-0.0462,0.0156,-0.0453,0.0132,-0.0092,-0.0112,-0.0239,0.0792,-0.0037,,,,,,,,,,,,,
11/10/2021,0.0495,0.0136,0.0445,-0.0161,-0.0064,0.0224,0.0733,0.0161,-0.0226,0.0614,0.0527,0.0591,,,,,,,,,,,,,
18/10/2021,0.0395,0.0266,-0.0063,0.0328,0.0261,-0.0558,0.0791,-0.0321,0.0403,-0.0735,0.0017,0.0038,,,,,,,,,,,,,
25/10/2021,0.125,0.0075,-0.0601,0.0952,0.0095,-0.1752,0.2246,-0.0229,0.0134,0.0807,0.0017,0.0148,,,,,,,,,,,,,
01/11/2021,0.1637,0.0099,0.0196,-0.0435,0.0114,0.1054,0.097,0.0268,0.1113,0.1621,-0.0249,0.0468,,,,,,,,,,,,,
08/11/2021,0.0214,-0.0071,-0.016,-0.0909,-0.068,-0.0409,-0.1544,0.009,0.032,-0.0523,-0.0109,0.0197,,,,,,,,,,,,,
15/11/2021,0.0854,0.0704,-0.0072,-0.0833,-0.0364,-0.0565,0.1003,-0.0024,0.0215,0.1321,0.0034,0.0147,,,,,,,,,,,,,
22/11/2021,-0.0449,-0.0233,-0.0301,-0.0182,-0.0014,-0.0997,-0.0485,-0.0425,0.063,-0.1271,-0.0457,-0.0566,,,,,,,,,,,,,
29/11/2021,-0.0257,0.0321,-0.0142,-0.2222,-0.0415,-0.0988,-0.0619,-0.0072,0.005,-0.1368,0.0234,-0.0101,,,,,,,,,,,,,
06/12/2021,-0.016,0.1088,-0.001,0.0238,-0.0039,0.0528,0.002,-0.049,-0.0275,-0.0776,0.0236,0.041,,,,,,,,,,,,,
13/12/2021,-0.0794,-0.0463,-0.0367,-0.0465,0.037,-0.0121,-0.083,-0.0031,0.1269,-0.0212,0.0072,-0.0155,,,,,,,,,,,,,
20/12/2021,0.0661,0.03,0.0363,-0.0488,0.0289,0.0404,0.1442,0.0279,-0.0129,-0.0225,0.0195,0.0263,,,,,,,,,,,,,
27/12/2021,-0.0077,0.0073,0.023,-0.0256,0.0106,-0.0282,-0.0096,0.0074,0.0058,-0.0246,0.0094,0.0134,,,,,,,,,,,,,
03/01/2022,-0.0736,-0.0304,0.0218,-0.0263,-0.0132,0.1176,-0.0282,0.0282,-0.0564,-0.0524,0.0859,-0.0154,,,,,,,,,,,,,
10/01/2022,-0.0112,0.0052,0.048,-0.027,0.0238,0.0056,0.0221,-0.0042,-0.0138,-0.1705,0.0797,-0.0564,,,,,,,,,,,,,
17/01/2022,-0.1324,-0.0616,0.0163,-0.0278,0.0042,-0.015,-0.1007,-0.0098,-0.0393,-0.0882,-0.0419,0.0323,,,,,,,,,,,,,
24/01/2022,-0.0228,0.0488,-0.0083,-0.0857,0.0034,0.0673,-0.1033,-0.06,0.0292,-0.0794,0.0466,0.0275,,,,,,,,,,,,,
31/01/2022,0.0648,0.0121,-0.0221,0.1562,-0.0604,0.0425,0.0909,0.0164,-0.0171,0.0452,0.0465,-0.0144,,,,,,,,,,,,,
07/02/2022,-0.0152,-0.0205,0.048,0.0541,0.0416,0.0143,-0.0686,0.035,-0.0419,0.2141,0.0191,-0.0299,,,,,,,,,,,,,
14/02/2022,-0.0128,-0.0079,-0.0064,-0.1538,0.0314,-0.2554,-0.0035,-0.0195,-0.0443,-0.0219,-0.0264,0.0019,,,,,,,,,,,,,
21/02/2022,0.0218,-0.0146,0.0904,0.0606,0.012,-0.1798,-0.055,0.0702,-0.0167,-0.0243,-0.0147,-0.0287,,,,,,,,,,,,,
28/02/2022,-0.0505,-0.0102,0.0232,-0.0571,-0.0356,-0.1654,0.0351,0.2505,0.0195,-0.0584,-0.139,-0.1332,,,,,,,,,,,,,
07/03/2022,-0.0363,-0.0517,0.043,-0.0909,0.0492,0.1327,-0.0512,0.1677,0.0333,-0.1699,-0.0035,0.0296,,,,,,,,,,,,,
14/03/2022,0.197,0.0598,0.0031,0,0.0486,0.0648,0.1384,-0.0105,0.0843,-0.0205,0.0975,0.0748,,,,,,,,,,,,,
21/03/2022,0.0468,0.0655,0.044,0.0333,0.03,-0.0427,0.1162,0.0437,-0.0317,0.6736,0.0304,-0.021,,,,,,,,,,,,,
28/03/2022,-0.0354,-0.0023,-0.0609,0,0.0258,0.1618,0.0732,-0.0679,-0.0229,0.0859,0.0126,0.0377,,,,,,,,,,,,,
04/04/2022,-0.1345,-0.0242,0.0334,-0.1935,0.0648,-0.0358,-0.0545,0.0305,0.0698,-0.114,-0.0032,-0.0276,,,,,,,,,,,,,
11/04/2022,-0.0805,-0.0282,0.032,-0.1933,-0.0294,0.0343,-0.0395,0.166,-0.0372,0.0313,-0.0171,0.0131,,,,,,,,,,,,,
18/04/2022,-0.082,-0.0212,-0.0435,-0.1364,-0.0462,0.0129,0.0204,-0.0377,-0.0939,-0.0832,-0.0147,-0.0006,,,,,,,,,,,,,
25/04/2022,-0.0496,-0.0256,-0.0096,-0.0718,0.0082,-0.0677,-0.1336,0.0785,0.0195,-0.0951,-0.0727,-0.0314,,,,,,,,,,,,,
02/05/2022,0.0069,-0.0023,0.0116,0.0309,-0.0307,-0.0433,-0.0059,-0.0002,-0.0006,-0.0829,0.0077,-0.0825,,,,,,,,,,,,,
09/05/2022,-0.0519,-0.0633,-0.0237,-0.055,-0.019,-0.0047,-0.111,-0.0119,0.0179,-0.1422,-0.0173,0.0345,,,,,,,,,,,,,
16/05/2022,-0.0572,-0.0647,0.0268,0.0317,0.0486,-0.0078,-0.1373,-0.0131,0.0597,-0.0277,0.0013,-0.0425,,,,,,,,,,,,,
23/05/2022,0.1268,0.0876,0.0378,0.0205,0.018,-0.0953,0.1442,0.0385,0.0274,0.4344,0.0956,0.0661,,,,,,,,,,,,,
30/05/2022,-0.0048,-0.0285,0.0023,-0.0352,-0.0252,-0.1259,-0.0738,0.0356,-0.0132,-0.0256,-0.0214,0.0265,,,,,,,,,,,,,
06/06/2022,-0.0933,-0.0567,-0.0261,0.3854,-0.0595,-0.0837,-0.0098,-0.0444,-0.0607,-0.0345,-0.0655,-0.0594,,,,,,,,,,,,,
13/06/2022,-0.0643,-0.0406,-0.0339,-0.1466,-0.0113,-0.0319,-0.0666,-0.0872,-0.0688,0.0469,0.0052,-0.0492,,,,,,,,,,,,,
20/06/2022,0.0785,0.0768,0.0489,0.1894,0.0951,-0.0544,0.1335,0.0047,0.1087,0.0005,0.0665,0.0784,,,,,,,,,,,,,
27/06/2022,-0.152,-0.0193,0.0655,-0.1778,-0.0142,0.0109,-0.0751,0.0811,0.014,-0.0872,-0.0106,-0.0126,,,,,,,,,,,,,
04/07/2022,0.0905,0.0584,-0.0491,0.0225,0.0156,-0.2503,0.1034,-0.0077,0.0164,0.0415,-0.0337,0.0464,,,,,,,,,,,,,
11/07/2022,-0.0048,0.0213,-0.0366,0.0352,0.0057,0.2358,-0.0427,-0.0022,-0.0267,0.1019,-0.0294,0.0025,,,,,,,,,,,,,
18/07/2022,0.0988,0.0261,-0.0082,0.0851,-0.0313,0.0794,0.134,-0.0053,-0.01,0.0104,0.0088,0.0432,,,,,,,,,,,,,
25/07/2022,0.0487,0.0546,0.0078,-0.0314,0.015,-0.0151,0.0915,-0.1052,-0.0141,-0.0495,0.0155,0.0635,,,,,,,,,,,,,
01/08/2022,0.0455,0.0175,0.0181,0.2227,-0.003,0.0075,-0.0302,0.0022,-0.017,0.1767,0.0449,0.0107,,,,,,,,,,,,,
08/08/2022,-0.0147,0.0423,-0.013,-0.0695,0.0092,0.0744,0.0412,0.0073,0.017,0.018,0.0244,0.018,,,,,,,,,,,,,
15/08/2022,-0.046,-0.0034,0.004,0.0996,0.0151,-0.0338,-0.0112,0.0008,-0.0192,-0.1043,-0.0536,0.0055,,,,,,,,,,,,,
22/08/2022,-0.089,-0.0461,0.0071,-0.1068,-0.0127,-0.0114,-0.0289,0.0016,-0.0474,-0.1521,-0.0165,-0.042,,,,,,,,,,,,,
29/08/2022,-0.1607,-0.0477,-0.086,-0.1667,-0.0849,-0.1767,-0.0621,-0.0701,-0.0239,-0.1157,-0.0087,-0.0365,,,,,,,,,,,,,
05/09/2022,0.0542,0.01,0.0369,0.0913,0.0026,-0.0385,0.1091,0.0293,0.0468,0.057,0.0101,0.0119,,,,,,,,,,,,,
12/09/2022,-0.0824,-0.0424,-0.0397,-0.2271,-0.046,0.0748,0.0122,-0.0524,-0.0378,-0.0097,-0.0142,-0.0196,,,,,,,,,,,,,
19/09/2022,-0.0517,-0.0018,-0.0146,-0.0361,-0.0598,-0.0348,-0.0924,0.0152,-0.0424,-0.1257,-0.0755,-0.0568,,,,,,,,,,,,,
26/09/2022,-0.0301,-0.0813,0.0219,0.0481,0.0048,0.0081,-0.0366,0.0176,-0.0073,0.0036,-0.0742,0.0119,,,,,,,,,,,,,
03/10/2022,-0.0052,0.0137,0.0667,-0.1939,0.0102,-0.1361,-0.159,0.0132,-0.0329,0.0088,0.0031,0.0128,,,,,,,,,,,,,
10/10/2022,-0.0703,-0.0122,-0.0575,0.0316,-0.0078,0.0213,-0.0811,0.05,0.0128,-0.0284,-0.0126,0.0113,,,,,,,,,,,,,
17/10/2022,0.1104,0.0642,0.0431,0.0184,0,0.1665,0.0461,0.0368,0.0488,0.0272,0.0542,0.0101,,,,,,,,,,,,,
24/10/2022,0.1097,0.0575,0.044,0.0181,0.068,0.1294,0.0657,0.0566,0.0552,0.1134,-0.0474,0.0282,,,,,,,,,,,,,
31/10/2022,0.0233,-0.1115,-0.0454,-0.0237,0.0388,0.1589,-0.0921,0.0002,-0.0044,-0.0589,0.086,0.026,,,,,,,,,,,,,
07/11/2022,0.1534,0.0836,-0.0603,0.0061,0.0292,-0.0436,-0.0554,-0.1375,0.0167,-0.0155,-0.0039,0.06,,,,,,,,,,,,,
14/11/2022,-0.0562,0.0106,0.0836,-0.0241,0.0366,-0.1051,-0.0805,0.0695,0.0132,0.0575,0.0178,-0.0113,,,,,,,,,,,,,
21/11/2022,0.0559,-0.021,0.063,0.037,0.0169,-0.0123,0.0148,0.0385,0.0203,-0.0518,0.041,0.0029,,,,,,,,,,,,,
28/11/2022,0.0372,-0.002,0.0299,0.119,0.0348,-0.0574,0.0656,0.0185,0.0345,0.0516,0.0289,0.0216,,,,,,,,,,,,,
05/12/2022,0.0077,-0.0382,0.0149,0.7606,0.0158,-0.0445,-0.0811,0.0068,0.0159,-0.1777,-0.0072,0.0139,,,,,,,,,,,,,
12/12/2022,-0.0253,-0.0538,0.0191,0.3323,-0.0231,-0.0391,-0.161,0.0221,-0.0062,-0.0809,-0.0158,-0.0368,,,,,,,,,,,,,
19/12/2022,-0.0824,-0.0197,0.0012,-0.1043,0.0006,-0.1226,-0.1803,-0.0012,0.0084,-0.0346,0.0355,-0.0288,,,,,,,,,,,,,
