Date,Nvidia,AAPL,BAESY,CJJD,AZN,SAS,TSLA,Saab AB,PFE,GME,HSBC,LVMH,,,,,,,,,,,,,
22/08/2016,-0.0037,-0.0221,0.0129,-0.0052,-0.0152,0.0172,-0.0223,0.0092,-0.0046,-0.0939,0.0073,-0.0073,,,,,,,,,,,,,
29/08/2016,0.0099,0.0074,0.0301,0.0263,0.0079,0.0282,-0.101,-0.0142,-0.0014,-0.0122,0.0775,0.0019,,,,,,,,,,,,,
05/09/2016,-0.0481,-0.0427,0.0007,-0.041,-0.0333,-0.011,-0.0167,-0.0179,-0.0193,-0.0426,-0.0122,-0.0256,,,,,,,,,,,,,
12/09/2016,0.0558,0.1143,-0.0364,-0.0267,0.0503,-0.0611,0.0562,0.0494,-0.0047,0.0099,-0.0265,-0.0365,,,,,,,,,,,,,
19/09/2016,0.0336,-0.0192,-0.0282,-0.011,0.0044,-0.0059,0.01,0.004,0.0094,0.0406,0.0011,0.0484,,,,,,,,,,,,,
26/09/2016,0.055,0.003,0.0029,-0.0111,-0.0327,0.0179,-0.0165,0.0146,-0.0114,-0.0213,0.0108,-0.0127,,,,,,,,,,,,,
03/10/2016,-0.0244,0.0089,-0.0102,-0.0169,-0.0173,-0.0292,-0.0364,0.0062,-0.0092,-0.033,0.025,0.0237,,,,,,,,,,,,,
10/10/2016,-0.0129,0.0313,-0.0259,0.0571,-0.0526,-0.0723,-0.0005,0.0091,-0.0268,-0.0487,-0.0228,0.0734,,,,,,,,,,,,,
17/10/2016,0.0235,-0.0088,-0.0004,-0.0811,0.0042,0,0.0182,0.0316,-0.0147,-0.0146,0.0149,0.0021,,,,,,,,,,,,,
24/10/2016,0.0447,-0.0247,0.017,-0.0176,-0.069,0,-0.0006,-0.0009,-0.0078,-0.0444,0.0031,0.0048,,,,,,,,,,,,,
31/10/2016,-0.0424,-0.0429,0.019,-0.024,-0.0329,-0.0455,-0.0471,-0.0501,-0.0604,-0.1326,-0.0217,-0.0372,,,,,,,,,,,,,
07/11/2016,0.3019,0.0013,0.1102,0.0184,0.0116,-0.0442,-0.0105,0.0932,0.0863,0.0767,0.0594,0.0019,,,,,,,,,,,,,
14/11/2016,0.0613,0.015,-0.0168,0.0723,-0.0307,0.089,-0.0188,-0.0045,-0.0244,0.0511,-0.0054,0.0201,,,,,,,,,,,,,
21/11/2016,0.0086,0.0157,0.0252,-0.0449,-0.0007,-0.0261,0.0629,0.0194,0.0067,0.1006,0.0208,0.0227,,,,,,,,,,,,,
28/11/2016,-0.0592,-0.0169,0.002,-0.0294,-0.0446,-0.0201,-0.0772,0.0071,-0.0019,-0.06,-0.0035,0.0009,,,,,,,,,,,,,
05/12/2016,0.0381,0.0369,0.0083,0.0667,0.0491,0.024,0.059,-0.0021,0.0022,0.0881,0.0743,0.0499,,,,,,,,,,,,,
12/12/2016,0.0936,0.0177,-0.026,0,0.0258,0.01,0.0536,0.0071,0.036,-0.0231,-0.03,0.0176,,,,,,,,,,,,,
19/12/2016,0.0933,0.0047,-0.0145,0.0227,-0.0197,-0.053,0.0536,-0.0018,-0.011,-0.0004,-0.036,0.0006,,,,,,,,,,,,,
26/12/2016,-0.0277,-0.006,-0.0038,-0.0556,0.0004,-0.0245,0.0016,0.0006,0,-0.0059,0.0078,0.0117,,,,,,,,,,,,,
02/01/2017,-0.0341,0.018,0.021,0.0059,0.0406,0.0394,0.0717,0.007,0.0308,-0.0293,0.0241,-0.0119,,,,,,,,,,,,,
09/01/2017,0.0032,0.0096,0.0027,0.076,0.0053,-0.0414,0.0382,0.028,-0.0287,-0.073,0.0002,0.0541,,,,,,,,,,,,,
16/01/2017,0.0056,0.0081,-0.0017,-0.0272,-0.0528,0,0.0294,0.0111,-0.0231,0.0374,0.0141,0.0106,,,,,,,,,,,,,
23/01/2017,0.0746,0.0162,0.0074,-0.0168,-0.0007,0.0252,0.0336,0,-0.011,0.031,0.0292,-0.0215,,,,,,,,,,,,,
30/01/2017,0.0234,0.0585,-0.0248,0.0568,0.0322,0.0316,-0.0064,0.0118,0.0213,0.0177,-0.0042,0.0112,,,,,,,,,,,,,
06/02/2017,-0.0066,0.0236,0.0525,0.0323,0.0577,-0.0136,0.0712,0.0139,0.0184,0.0372,0.0044,-0.0204,,,,,,,,,,,,,
13/02/2017,-0.0562,0.0317,-0.0153,0.0052,-0.0125,0.0759,0.0111,-0.0304,0.0393,-0.0035,0.0219,0.0095,,,,,,,,,,,,,
20/02/2017,-0.0538,0.0069,0.0205,-0.0155,0.0399,-0.0417,-0.0559,0.0054,0.019,0.0278,-0.0738,0.0206,,,,,,,,,,,,,
27/02/2017,-0.0286,0.0228,0.0341,-0.0474,0.0194,-0.0201,-0.0211,0.0056,0.0076,-0.0381,0.0345,0.0191,,,,,,,,,,,,,
06/03/2017,0.007,-0.0046,-0.0151,0.0055,-0.0124,0.0034,-0.0313,0.0011,-0.0119,-0.004,-0.0105,0.0105,,,,,,,,,,,,,
13/03/2017,0.0701,0.0061,0.0315,-0.022,0.0386,-0.0034,0.0731,0.0262,0.0062,-0.0063,0.0081,0.026,,,,,,,,,,,,,
20/03/2017,0.0132,0.0046,0.0161,0,0.0202,-0.0102,0.0063,0.0114,-0.0093,-0.1599,-0.0086,-0.002,,,,,,,,,,,,,
27/03/2017,0.0136,0.0215,-0.0137,0.0112,-0.0054,-0.0138,0.0575,0.0158,0.0062,0.0894,0.0064,0.0236,,,,,,,,,,,,,
03/04/2017,-0.0789,-0.0022,-0.0077,0.0111,-0.027,-0.007,0.0871,0.0132,-0.0032,-0.0395,-0.0061,0.0165,,,,,,,,,,,,,
10/04/2017,-0.0482,-0.016,0.0003,-0.0495,-0.0053,0,0.0048,0.0251,-0.0065,0.0332,-0.0101,-0.0031,,,,,,,,,,,,,
17/04/2017,0.0648,0.0086,-0.0031,0.0347,-0.0126,0.0106,0.0053,0.0155,-0.0071,0.0362,-0.0055,-0.0081,,,,,,,,,,,,,
24/04/2017,0.0258,0.0097,0.0384,-0.0056,0.0165,0.0174,0.0277,0.1161,0.0083,-0.0216,0.0308,0.1087,,,,,,,,,,,,,
01/05/2017,-0.0042,0.037,0.0342,0.0169,0.0069,0.0342,-0.0182,-0.0055,-0.013,0.0577,0.0367,0.0512,,,,,,,,,,,,,
08/05/2017,0.2314,0.0479,-0.0222,-0.0276,0.1162,0.0662,0.0534,-0.0238,-0.014,0.0013,0.0246,-0.0277,,,,,,,,,,,,,
15/05/2017,0.0634,-0.0154,0.0175,-0.0114,-0.0029,-0.0124,-0.043,0.0009,-0.0071,0.0079,-0.0087,-0.0104,,,,,,,,,,,,,
22/05/2017,0.044,0.0036,0.0247,0.0057,-0.0015,0.0252,0.046,0.0248,-0.0099,-0.0826,0.0067,-0.0074,,,,,,,,,,,,,
29/05/2017,0.0127,0.012,0.0145,-0.0057,0.0372,-0.0123,0.0452,0.0359,0.0124,0.0203,0.0148,0.0178,,,,,,,,,,,,,
05/06/2017,0.0415,-0.0416,-0.0031,0.0287,-0.0268,0.0435,0.0514,-0.0238,0.0071,-0.0291,0.0096,-0.0153,,,,,,,,,,,,,
12/06/2017,0.0135,-0.045,0.0032,-0.0168,0.0108,0.1012,0.0394,-0.0007,0.0061,-0.0486,-0.0048,0.0123,,,,,,,,,,,,,
19/06/2017,0.0146,0.0282,-0.0389,-0.0398,0.0153,0.0108,0.0324,-0.005,0.0364,0.0029,-0.0145,0.0041,,,,,,,,,,,,,
26/06/2017,-0.0603,-0.0155,-0.003,0.0355,-0.0279,-0.016,-0.057,-0.0541,-0.017,0.0465,0.0699,-0.0576,,,,,,,,,,,,,
03/07/2017,0.0152,0.0011,-0.0334,0.0057,-0.01,0.0217,-0.1338,0.0168,-0.0071,-0.0324,0.0121,-0.0087,,,,,,,,,,,,,
10/07/2017,0.1239,0.0337,-0.0025,-0.017,0.0036,0.0638,0.0465,-0.0014,0.0024,0.0053,0.0268,0.0155,,,,,,,,,,,,,
17/07/2017,0.0191,0.0083,-0.0105,-0.0116,0.0053,-0.01,0.0019,-0.0774,0.0015,-0.0114,-0.0073,-0.0023,,,,,,,,,,,,,
24/07/2017,-0.0221,-0.0051,0.0097,-0.0175,-0.111,-0.0404,0.0203,-0.0334,-0.0099,0.0346,0.0217,-0.0278,,,,,,,,,,,,,
31/07/2017,0.0172,0.0461,-0.0381,-0.0119,-0.0033,0.0368,0.0652,0.0008,0.0148,0.02,0.0237,0.0411,,,,,,,,,,,,,
07/08/2017,-0.0673,0.007,-0.0097,0.006,-0.0361,-0.0711,0.0027,-0.0119,-0.0019,-0.0078,-0.0363,-0.0336,,,,,,,,,,,,,
14/08/2017,0.0355,0.0041,-0.0081,-0.0359,0.0168,0.0164,-0.0291,-0.0338,-0.0174,-0.0248,-0.0092,0.0152,,,,,,,,,,,,,
21/08/2017,0.0143,0.015,0.0288,0.0062,0.0041,0.0108,0.0017,0.0072,0.022,-0.0858,0.0093,-0.0032,,,,,,,,,,,,,
28/08/2017,0.0415,0.0262,0.0258,-0.0062,0.0298,0.0479,0.0211,0.0044,0.0171,-0.0376,0.0153,0.0219,,,,,,,,,,,,,
04/09/2017,-0.0397,-0.033,-0.0006,-0.0124,0.0711,0.1117,-0.0338,0.0239,0.0041,0.0257,-0.0132,-0.0081,,,,,,,,,,,,,
11/09/2017,0.1003,0.0079,0.0217,0,0.0087,0.0822,0.106,0.0099,0.037,0.0808,0.0069,0.0457,,,,,,,,,,,,,
18/09/2017,-0.0062,-0.05,0.0602,0.0189,0.0437,0.0253,-0.0756,0.0677,0.017,-0.0138,0.0191,0.0017,,,,,,,,,,,,,
25/09/2017,-0.0013,0.0147,-0.0109,0,-0.0021,0.0741,-0.0285,0.0284,-0.0072,0.0325,0.0061,0.0132,,,,,,,,,,,,,
02/10/2017,0.0142,0.0077,-0.0548,-0.0309,0.0112,-0.069,0.0463,-0.0254,0.0098,-0.031,0.0018,-0.0131,,,,,,,,,,,,,
09/10/2017,0.0733,0.0109,0.0221,0.0127,0.0102,0.0494,-0.0037,0.0065,0.008,-0.0155,-0.0055,0.0495,,,,,,,,,,,,,
16/10/2017,0.0119,-0.0047,-0.0393,-0.0126,0.0003,0.0314,-0.0294,0.0121,0.0022,0.0213,0.0165,-0.0172,,,,,,,,,,,,,
23/10/2017,0.0252,0.0435,0.0007,-0.0191,-0.0326,-0.0228,-0.0702,0.0509,-0.0225,-0.0392,-0.0073,0.0686,,,,,,,,,,,,,
30/10/2017,0.0338,0.058,-0.006,-0.026,0.0296,0.0467,-0.0461,0.0123,-0.0014,-0.0641,-0.0169,0.0165,,,,,,,,,,,,,
06/11/2017,0.0357,0.0126,-0.049,0.02,-0.0455,-0.1078,-0.0101,-0.047,-0.0104,-0.0923,0.0077,-0.0374,,,,,,,,,,,,,
13/11/2017,-0.0221,-0.0224,-0.0365,0.0065,0.0167,0.025,0.0398,-0.0065,0.0146,-0.0073,-0.009,-0.0076,,,,,,,,,,,,,
20/11/2017,0.0265,0.0283,0.0215,-0.026,0.0114,0.0285,0.0016,-0.0024,0.0034,0.0681,0.0157,0.0122,,,,,,,,,,,,,
27/11/2017,-0.0882,-0.0224,0.0289,-0.0133,-0.0293,0.0158,-0.0286,-0.015,0.0242,0.0775,0.0106,-0.0252,,,,,,,,,,,,,
04/12/2017,-0.0313,-0.0098,-0.005,0.0135,-0.0033,0.0195,0.0281,0.0084,-0.0168,0.0432,-0.0038,0.0169,,,,,,,,,,,,,
11/12/2017,0.0004,0.0272,0.003,-0.0267,0.0119,-0.1107,0.0899,-0.0215,0.0409,-0.0448,0.0162,-0.0026,,,,,,,,,,,,,
18/12/2017,0.0194,0.006,0.0212,-0.1233,0.0145,-0.0601,-0.0531,0.0137,-0.0285,-0.0027,0.0297,0.0177,,,,,,,,,,,,,
25/12/2017,-0.0091,-0.033,0.0114,-0.0313,0.0324,-0.0274,-0.0426,-0.018,0.0022,-0.0186,-0.0004,-0.0164,,,,,,,,,,,,,
01/01/2018,0.1132,0.0341,0.0099,0.2581,0.0337,0.0131,0.0168,0.0238,0.0177,0.0407,0.0103,0.0167,,,,,,,,,,,,,
08/01/2018,0.0352,0.0119,0.0454,-0.0577,-0.0061,-0.025,0.062,-0.0164,-0.0087,-0.0493,0.051,-0.0295,,,,,,,,,,,,,
15/01/2018,0.032,0.0077,0.0115,-0.0136,-0.0059,-0.0456,0.041,0.0055,0.0109,0.0208,0.0097,-0.005,,,,,,,,,,,,,
22/01/2018,0.0575,-0.0389,0.003,0.069,0.0336,-0.0234,-0.0205,-0.0579,0.056,-0.059,0.0011,0.0454,,,,,,,,,,,,,
29/01/2018,-0.0403,-0.0642,0.0129,-0.1355,-0.0199,-0.0199,0.0026,-0.0092,-0.0615,-0.0487,-0.0384,-0.0159,,,,,,,,,,,,,
05/02/2018,-0.0062,-0.0255,-0.0718,-0.0299,-0.0638,-0.0614,-0.097,-0.0321,-0.0583,-0.0037,-0.0357,-0.0524,,,,,,,,,,,,,
12/02/2018,0.0507,0.1069,0.0809,0.0538,0.0095,0.0604,0.0808,0.0268,0.0615,0.0142,0.0475,0.0579,,,,,,,,,,,,,
19/02/2018,0.0086,0.0178,-0.0548,0.0511,0.0308,0.0528,0.0494,0.0141,0,-0.0262,-0.0483,-0.007,,,,,,,,,,,,,
26/02/2018,-0.0376,0.004,0.0081,-0.0139,-0.025,0.0546,-0.0481,-0.0424,-0.0085,-0.0025,-0.0143,-0.0324,,,,,,,,,,,,,
05/03/2018,0.0372,0.0214,0.0439,-0.0282,0.019,-0.0188,-0.0237,0.0624,0.0228,0.0192,0.0014,0.0302,,,,,,,,,,,,,
12/03/2018,0.021,-0.0109,-0.0261,-0.0072,0.0237,0.0029,-0.0178,0.008,0.0003,-0.0271,0.0008,0.0063,,,,,,,,,,,,,
19/03/2018,-0.0699,-0.0735,-0.0252,0.0146,-0.0121,-0.0536,-0.0616,-0.048,-0.0623,-0.1245,-0.0462,-0.0186,,,,,,,,,,,,,
26/03/2018,-0.0059,0.0172,0.0378,-0.0288,0.0234,0.001,-0.1174,0.0183,0.029,-0.0652,0.0078,0.0301,,,,,,,,,,,,,
02/04/2018,-0.0749,0.0036,0.0319,0.0074,0.0129,-0.0076,0.1246,-0.0056,-0.009,0.0642,-0.0105,0.0496,,,,,,,,,,,,,
09/04/2018,0.0805,0.0377,0.0017,-0.0294,0.0254,0.0636,0.0035,0.0165,0.0327,0.0134,0.0416,0.0733,,,,,,,,,,,,,
16/04/2018,-0.0121,-0.0516,-0.0026,0.0455,-0.027,0.0239,-0.0336,0.0443,0.0085,-0.0536,0.01,-0.0092,,,,,,,,,,,,,
23/04/2018,-0.0104,-0.0205,0.0252,0.0072,0.0071,-0.0019,0.0132,-0.0618,0.0101,0.0761,0.0123,0.0308,,,,,,,,,,,,,
30/04/2018,0.0562,0.1325,-0.0186,0.0072,-0.0003,0.0225,0,-0.0567,-0.0584,-0.062,-0.0249,0.026,,,,,,,,,,,,,
07/05/2018,0.0647,0.0259,0.0337,0.1071,0.023,-0.0055,0.0237,0.002,0.0189,-0.0223,0.0245,0.0062,,,,,,,,,,,,,
14/05/2018,-0.0337,-0.0083,0.0143,0.0323,-0.0019,0.0037,-0.0805,-0.0049,0.0137,-0.0197,-0.008,0.0525,,,,,,,,,,,,,
21/05/2018,0.0136,0.0122,-0.0172,-0.1,0.0195,-0.0202,0.0073,0.0542,0.0011,0.0169,-0.0029,-0.0102,,,,,,,,,,,,,
28/05/2018,0.0341,0.0088,0.0147,0.0417,-0.0062,-0.1105,0.0465,0.0137,0.016,0.0829,-0.0075,-0.0129,,,,,,,,,,,,,
04/06/2018,0.0181,0.0077,0,0,-0.0106,-0.0474,0.0885,0.0194,0.0116,0.059,0.0125,-0.0051,,,,,,,,,,,,,
11/06/2018,0.0114,-0.0149,-0.0243,0,-0.0003,0.0127,0.1275,-0.005,-0.0085,-0.0392,-0.0176,0.0037,,,,,,,,,,,,,
18/06/2018,-0.0539,-0.0208,-0.025,-0.0067,-0.0371,0.0169,-0.0685,-0.0332,0.0041,0.1416,-0.0115,-0.0466,,,,,,,,,,,,,
25/06/2018,-0.056,0.001,0.0304,-0.0336,0.0014,-0.0778,0.0279,0.0231,-0.0063,-0.0612,-0.0169,-0.0077,,,,,,,,,,,,,
02/07/2018,0.044,0.0155,0,-0.0139,0.002,-0.0209,-0.0993,-0.0524,0.0229,0.0398,0,0.0084,,,,,,,,,,,,,
09/07/2018,0.008,0.0179,0.0442,-0.0493,0.0563,0.0024,0.0323,0.0599,0.0113,0.0086,0.0064,0.029,,,,,,,,,,,,,
16/07/2018,0.0063,0.0006,-0.0053,-0.0148,0.0003,0.0071,-0.0166,0.0881,-0.0053,-0.0131,-0.0013,0.001,,,,,,,,,,,,,
23/07/2018,0.0045,-0.0024,-0.0356,-0.0301,0.0285,0.0371,-0.0523,-0.0034,0.0289,-0.0166,0.0175,0.0165,,,,,,,,,,,,,
30/07/2018,0.0003,0.0891,-0.0476,-0.0155,0.0112,-0.0528,0.1716,0.0089,0.0555,0.0013,-0.0212,-0.0194,,,,,,,,,,,,,
06/08/2018,0.0107,-0.0022,-0.017,-0.0079,0.0186,0.0156,0.021,-0.0247,0.0182,0.0316,-0.017,0.0008,,,,,,,,,,,,,
13/08/2018,-0.0391,0.0521,-0.0037,-0.0714,-0.0208,0.0029,-0.1406,0.0105,0.0283,0.0007,-0.0317,0.0046,,,,,,,,,,,,,
20/08/2018,0.1119,-0.0065,-0.0108,0,0.0047,0.0194,0.0567,0.0199,0.0074,0.0796,0.0022,0.0083,,,,,,,,,,,,,
27/08/2018,0.0311,0.0531,-0.0034,0.1453,0.001,0.1679,-0.0655,0.0295,-0.0208,-0.1982,-0.0115,0.0094,,,,,,,,,,,,,
03/09/2018,-0.0309,-0.0278,0.0194,0.1567,-0.0303,0.1077,-0.1274,-0.0338,0.0164,0.2155,-0.027,-0.0596,,,,,,,,,,,,,
10/09/2018,0.0168,0.0115,0.0225,-0.0516,0.0073,-0.0169,0.1214,0.0164,0.018,0.0409,0.017,0.0289,,,,,,,,,,,,,
17/09/2018,-0.047,-0.0276,0.0015,0.0544,0.0061,-0.0036,0.0132,0.0152,0.0256,-0.0161,0.0315,0.0462,,,,,,,,,,,,,
24/09/2018,0.0667,0.0371,-0.0114,0.0387,0.0502,-0.0219,-0.1148,0.0602,0.0002,-0.0543,-0.0207,-0.0041,,,,,,,,,,,,,
01/10/2018,-0.0397,-0.0064,-0.0182,-0.0373,-0.0129,-0.0428,-0.0107,-0.0009,0.0191,-0.0386,-0.0039,-0.0604,,,,,,,,,,,,,
08/10/2018,-0.0864,-0.0097,-0.0291,0.071,-0.0489,-0.0233,-0.0121,-0.0484,-0.0252,0.0082,-0.042,-0.0828,,,,,,,,,,,,,
15/10/2018,-0.0705,-0.0126,-0.0924,0.2169,0.0555,-0.0374,0.0047,0.012,0.0164,-0.0047,-0.0249,0.0029,,,,,,,,,,,,,
22/10/2018,-0.1347,-0.0137,-0.0247,-0.0693,-0.0334,0.0103,0.2727,-0.2139,-0.0427,-0.0692,-0.0445,-0.003,,,,,,,,,,,,,
29/10/2018,0.0839,-0.0408,0.0168,0.133,-0.0013,0.0722,0.0469,0.0804,0.0077,0.1386,0.0854,0.0632,,,,,,,,,,,,,
05/11/2018,-0.043,-0.0145,-0.0115,-0.0423,0.0824,0.0267,0.0118,0.003,0.0314,-0.0621,-0.0174,-0.0468,,,,,,,,,,,,,
12/11/2018,-0.2005,-0.0502,-0.0127,0.0196,-0.0073,0.014,0.0108,-0.0349,-0.0098,-0.1264,0.0245,-0.0066,,,,,,,,,,,,,
19/11/2018,-0.1182,-0.1098,-0.0431,0.0337,-0.0116,0.0294,-0.0804,0.0441,-0.0085,0.0555,-0.0118,-0.0219,,,,,,,,,,,,,
26/11/2018,0.1271,0.0365,-0.032,-0.0233,-0.0095,-0.0045,0.0757,0.0668,0.0716,0.0119,0.0192,-0.0228,,,,,,,,,,,,,
03/12/2018,-0.0959,-0.0565,-0.0904,0.0143,-0.0412,-0.0734,0.0214,-0.0645,-0.05,0.0015,-0.0397,-0.0121,,,,,,,,,,,,,
10/12/2018,-0.0079,-0.0179,-0.0035,0.0704,0.0254,0.0415,0.0216,-0.0191,-0.0027,-0.0673,0.0012,0.0175,,,,,,,,,,,,,
17/12/2018,-0.1153,-0.0891,-0.0009,-0.0219,-0.0419,-0.0325,-0.1256,-0.0614,-0.0427,-0.0359,-0.0083,0.006,,,,,,,,,,,,,
24/12/2018,0.0315,0.0365,0.0251,-0.1031,0.0069,-0.0029,0.0441,-0.0185,0.0246,0.0268,0.0126,-0.0028,,,,,,,,,,,,,
31/12/2018,0.019,-0.051,0.0429,0.095,0.0373,0.0385,-0.0485,0.025,0.0009,0.241,0.0131,-0.0063,,,,,,,,,,,,,
07/01/2019,0.0928,0.0272,0.0625,-0.0137,-0.0569,0.0417,0.0931,0.0067,-0.0028,0.04,-0.0046,0.0285,,,,,,,,,,,,,
14/01/2019,0.0544,0.0297,0.036,-0.0324,-0.0108,0.056,-0.1296,-0.0186,-0.0082,0.005,0.0121,-0.019,,,,,,,,,,,,,
21/01/2019,0.0205,0.006,0.0254,0.0335,-0.0219,0.016,-0.0173,-0.0119,-0.0444,-0.0019,-0.0014,0.0304,,,,,,,,,,,,,
28/01/2019,-0.0963,0.0555,0.0004,-0.0278,0.0252,0.0099,0.0511,0.0214,0.0551,-0.2931,-0.0036,0.0902,,,,,,,,,,,,,
04/02/2019,0.0238,0.0234,-0.0004,0.0714,0.0098,0.0008,-0.0205,-0.0219,-0.0066,0.0098,0.001,-0.0039,,,,,,,,,,,,,
11/02/2019,0.0619,0.0043,0.004,-0.0578,0.1056,-0.0221,0.0068,0.1105,0.004,0.007,0.0251,0.0376,,,,,,,,,,,,,
18/02/2019,0.0118,0.015,-0.0969,0.0142,0.0005,-0.0059,-0.0428,-0.0354,0.0132,-0.0052,-0.0488,0.0189,,,,,,,,,,,,,
25/02/2019,-0.0172,0.0116,0.0044,0.2186,0.02,-0.0236,0.0003,-0.0379,0.0093,0.0334,0.023,0.0229,,,,,,,,,,,,,
04/03/2019,-0.0361,-0.0118,-0.0164,0.042,0.0232,-0.0717,-0.0361,-0.0416,-0.057,-0.0664,0.0064,-0.0026,,,,,,,,,,,,,
11/03/2019,0.1273,0.0764,0.0378,-0.044,0.0177,-0.0512,-0.0307,0.0026,0.0218,0.0082,0.0132,0.0419,,,,,,,,,,,,,
18/03/2019,0.0453,0.0265,-0.0137,0.0038,0.0019,-0.0691,-0.0396,-0.0184,0.0017,-0.0231,-0.0239,-0.0162,,,,,,,,,,,,,
25/03/2019,0.0116,-0.0058,0.0155,0,-0.0507,-0.0153,0.058,-0.004,0.0148,-0.0278,0.004,0.0461,,,,,,,,,,,,,
01/04/2019,0.0634,0.0371,0.0399,0.0725,0.0067,0.0529,-0.0175,0.043,0.0122,-0.0295,0.0468,0.0249,,,,,,,,,,,,,
08/04/2019,-0.0049,0.0095,0.0087,-0.4093,-0.029,-0.03,-0.0264,-0.0174,-0.0298,-0.0548,0.0132,0.0204,,,,,,,,,,,,,
15/04/2019,-0.0195,0.0251,-0.0112,-0.0843,-0.0182,0.0246,0.0208,0.0437,-0.0559,-0.059,0.0049,0.0274,,,,,,,,,,,,,
22/04/2019,-0.0441,0.0022,-0.0287,-0.1513,-0.0209,-0.0598,-0.1395,0.0653,0.015,0.0137,-0.0042,-0.0166,,,,,,,,,,,,,
29/04/2019,0.0276,0.0365,-0.0175,-0.0388,0.0111,-0.0109,0.0846,-0.0915,0.0355,0.009,0.0378,0.0366,,,,,,,,,,,,,
06/05/2019,-0.0775,-0.0688,-0.0352,-0.1048,-0.0198,-0.0522,-0.0608,-0.0448,-0.0162,-0.0546,-0.0412,-0.0606,,,,,,,,,,,,,
13/05/2019,-0.0728,-0.0378,-0.0295,0,0.0035,-0.0336,-0.1189,-0.0158,0.0275,0.0153,-0.0292,0.0219,,,,,,,,,,,,,
20/05/2019,-0.0727,-0.0531,-0.03,-0.0901,0.0328,-0.1224,-0.0967,-0.0221,0.0116,-0.0918,0.0214,-0.0128,,,,,,,,,,,,,
27/05/2019,-0.0668,-0.0218,-0.0065,0.0495,-0.042,-0.0916,-0.0287,-0.0336,-0.0103,-0.0307,-0.0293,0.0062,,,,,,,,,,,,,
03/06/2019,0.0753,0.0861,0.0622,0.0283,0.0439,0.0105,0.1045,0.0752,0.0337,-0.3377,0.0169,0.0545,,,,,,,,,,,,,
10/06/2019,-0.0059,0.0136,0.0054,-0.0092,0.0167,-0.0268,0.051,0.009,-0.0037,0.1215,-0.0169,-0.0085,,,,,,,,,,,,,
17/06/2019,0.0492,0.0313,0.0115,0.037,0.0426,-0.0543,0.0323,0.0304,0.0213,-0.0373,0.0083,0.0404,,,,,,,,,,,,,
24/06/2019,0.0822,-0.0043,0.0166,-0.0179,-0.0019,0.0016,0.0072,0.0013,-0.008,0.0092,0.0156,0.0163,,,,,,,,,,,,,
01/07/2019,-0.0244,0.0319,-0.0064,-0.0091,-0.0082,0.0961,0.0431,-0.0023,0.0139,0.0091,0.0081,0.0174,,,,,,,,,,,,,
08/07/2019,0.0461,-0.0046,0.0189,0.0092,-0.0178,-0.0029,0.0514,0.0299,-0.0346,-0.1105,-0.0107,0.0084,,,,,,,,,,,,,
15/07/2019,0.005,-0.0035,0.0292,-0.0091,-0.0022,-0.017,0.0535,-0.0023,0.0087,-0.1202,-0.007,-0.0044,,,,,,,,,,,,,
22/07/2019,0.0394,0.0254,0.0176,0,0.0845,0.0226,-0.1167,0.0039,0.0075,-0.0718,-0.007,0.0086,,,,,,,,,,,,,
29/07/2019,-0.0793,-0.0179,-0.0075,0.0092,0.0177,-0.0154,0.0276,-0.0579,-0.1181,-0.0574,-0.0412,-0.0705,,,,,,,,,,,,,
05/08/2019,-0.0435,-0.0149,0.0296,-0.0182,0.0111,0.0142,0.0029,0.0061,-0.0345,-0.0503,-0.0401,0.0166,,,,,,,,,,,,,
12/08/2019,0.0349,0.0313,-0.0077,-0.0185,0.0006,-0.07,-0.0641,-0.0899,-0.0468,-0.0752,-0.0439,-0.0436,,,,,,,,,,,,,
19/08/2019,0.018,-0.0187,-0.0048,0.0189,0.0054,-0.0364,-0.0388,-0.0123,-0.0089,0.0994,0.0003,0.0202,,,,,,,,,,,,,
26/08/2019,0.0312,0.0301,-0.0048,0.0185,0.0101,0.1052,0.0672,0.0362,0.0352,0.0877,0.0076,0.0194,,,,,,,,,,,,,
02/09/2019,0.0676,0.0217,0.0622,0.0818,-0.0064,-0.0513,0.0082,0.0393,0.0267,0.0856,0.0279,0.0483,,,,,,,,,,,,,
09/09/2019,0.0184,0.0257,0.0092,0,-0.044,0.0752,0.078,0.0536,0.0112,0.0232,0.0607,0.0055,,,,,,,,,,,,,
16/09/2019,-0.0508,-0.0047,0,0.0084,0.0563,-0.0233,-0.0187,-0.0239,-0.006,0.0658,-0.025,-0.0313,,,,,,,,,,,,,
23/09/2019,-0.0054,0.005,-0.0164,0.025,0.0022,-0.0582,0.0063,-0.0491,-0.0128,0.1362,-0.0005,-0.0268,,,,,,,,,,,,,
30/09/2019,0.0594,0.0374,-0.0359,-0.0163,-0.0435,-0.0071,-0.0442,-0.0577,-0.008,0.0393,-0.0244,-0.0293,,,,,,,,,,,,,
07/10/2019,0.0221,0.0405,0.0365,0,0.0062,0.1365,0.0711,0.0646,0.005,-0.0324,0.0266,0.0818,,,,,,,,,,,,,
14/10/2019,0.0242,0.0008,0.0121,0.0579,0.0067,-0.0386,0.0365,-0.0329,0.0097,0.1061,0.0278,-0.0083,,,,,,,,,,,,,
21/10/2019,0.0738,0.043,0.0411,-0.0313,0.0866,-0.0066,0.277,0.1163,0.0085,0.069,0.0204,0.0237,,,,,,,,,,,,,
